date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id,ans_azithromycin,ans_fluconazole,ans_minocycline,ans_vancomycin,S/I/R_benzylpenicillin,S/I/R_cefoxitin screen,S/I/R_clindamycin,S/I/R_erythromycin,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_inducible clindamycin resistance,S/I/R_minocycline,S/I/R_mupirocin,S/I/R_oxacillin,S/I/R_vancomycin
12/18/2020,dog,urine,urinary tract,GN,proteus,12/23/2020,train,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,S,S,S,S,S,S,R,R,,S,S,R,S,R,,,R,,R,,R,2719,,,,,,,,,,,,,,,
9/10/2020,dog,urine,urinary tract,GN,enterobacter,9/15/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,R,R,R,S,S,S,,S,S,S,S,S,,,S,,S,,S,2720,,,,,,,,,,,,,,,
1/8/2021,cat,urine,urinary tract,GN,proteus,1/13/2021,train,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,S,S,S,S,S,S,R,R,,S,I,R,S,R,,,R,,R,,R,2721,,,,,,,,,,,,,,,
1/9/2021,dog,surgical site,surgical site,GN,morganella,1/14/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,,,S,S,R,S,,S,I,S,S,R,,,S,,R,,S,2722,,,,,,,,,,,,,,,
9/2/2020,dog,urine,urinary tract,GN,proteus,9/9/2020,train,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,R,R,R,R,I,R,R,,S,S,R,S,R,,,R,,R,,R,2723,,,,,,,,,,,,,,,
8/6/2020,dog,hemoculture,hemoculture,GN,burkholderia,8/10/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,S,R,,R,R,I,,,,,,,R,,S,2724,,,,,,,,,,,,,,,
11/29/2020,dog,bite wound,wound,GN,aeromonas,12/3/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,I,,,,,,,S,,S,,S,R,S,,,,,,,S,,S,2725,,,,,,,,,,,,,,,
9/9/2020,dog,hemoculture,hemoculture,GN,burkholderia,9/15/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,S,,,R,R,S,,,,,,,I,,S,2726,,,,,,,,,,,,,,,
5/6/2020,dog,urine,urinary tract,GN,proteus,5/12/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,I,R,S,S,S,I,R,R,,R,I,R,S,R,,,R,,R,,S,2727,,,,,,,,,,,,,,,
9/21/2020,dog,wound,wound,GN,enterobacter,9/28/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,I,R,S,S,S,S,,S,S,S,S,I,,,S,,S,,S,2728,,,,,,,,,,,,,,,
4/21/2021,dog,urine,urinary tract,GN,pseudomonas,4/26/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,R,,R,,,R,,I,S,R,,,,,,,,,,2729,,,,,,,,,,,,,,,
4/4/2021,dog,ear exudate,ear,GN,pseudomonas,4/16/2021,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,R,,R,,,R,,S,S,R,,,,,,,,,,2730,,,,,,,,,,,,,,,
8/3/2020,dog,urine,urinary tract,GN,proteus,8/6/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,R,R,R,R,R,S,R,R,,R,S,R,S,R,,,R,,R,,R,2731,,,,,,,,,,,,,,,
12/23/2020,dog,opened wound,wound,GN,achromobacter,12/28/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,,,,,,,,I,S,I,,S,S,S,,,,,,,S,,S,2732,,,,,,,,,,,,,,,
9/28/2020,cat,urine,urinary tract,GN,escherichia,10/1/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,S,S,S,R,S,S,-,S,S,S,S,S,,,S,,R,,S,2733,,,,,,,,,,,,,,,
10/7/2020,cat,urine,urinary tract,GN,escherichia,10/12/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,R,R,R,R,R,R,R,-,R,S,R,R,R,,,R,,R,,R,2734,,,,,,,,,,,,,,,
11/18/2020,cat,urine,urinary tract,GN,escherichia,11/24/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,R,R,R,R,R,R,R,S,S,R,+,R,S,R,S,S,,,R,,S,,S,2735,,,,,,,,,,,,,,,
10/26/2020,cat,urine,urinary tract,GN,escherichia,10/29/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,I,S,S,S,S,S,R,-,S,S,R,S,S,,,R,,S,,S,2736,,,,,,,,,,,,,,,
12/28/2020,cat,urine,urinary tract,GN,escherichia,12/30/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,,R,R,R,R,R,,R,+,R,S,R,,I,,,R,,R,,R,2737,,,,,,,,,,,,,,,
7/14/2020,cat,abdominal cavity,abdomen,GN,escherichia,7/20/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R,2738,,,,,,,,,,,,,,,
7/17/2020,cat,fluid,hemoculture,GN,escherichia,7/22/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R,2739,,,,,,,,,,,,,,,
10/27/2020,dog,urine,urinary tract,GN,escherichia,10/30/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,S,S,S,S,I,S,R,-,S,S,R,S,S,,,R,,S,,S,2740,,,,,,,,,,,,,,,
7/3/2020,dog,urine,urinary tract,GN,klebsiella,8/6/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,R,R,R,R,R,R,S,R,+,S,S,R,I,R,,,R,,R,,R,2741,,,,,,,,,,,,,,,
8/14/2020,dog,urine,urinary tract,GN,klebsiella,8/19/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R,2742,,,,,,,,,,,,,,,
11/25/2020,dog,urine,urinary tract,GN,proteus,11/30/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,S,S,S,S,I,R,S,,S,R,S,S,R,,,S,,R,,S,2743,,,,,,,,,,,,,,,
7/29/2020,dog,opened wound,wound,GN,pseudomonas,8/3/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2744,,,,,,,,,,,,,,,
5/18/2021,dog,opened wound,wound,GN,escherichia,5/25/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,R,R,I,S,R,I,-,S,S,S,S,S,,,I,,R,,S,2745,,,,,,,,,,,,,,,
8/31/2020,dog,urine,urinary tract,GN,escherichia,9/8/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,S,,,R,,R,,R,2746,,,,,,,,,,,,,,,
6/30/2020,dog,hl abscess,hind limb,GN,escherichia,7/3/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R,2747,,,,,,,,,,,,,,,
6/30/2020,dog,wound,wound,GN,burkholderia,7/3/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,S,R,,R,R,S,,,,,,,R,,S,2748,,,,,,,,,,,,,,,
8/19/2020,dog,skin,skin,GN,citrobacter,8/24/2020,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,,I,S,S,S,S,S,R,S,,S,S,S,S,I,,,S,,R,,S,2749,,,,,,,,,,,,,,,
10/21/2020,dog,urine,urinary tract,GN,proteus,10/28/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,R,R,R,R,R,R,R,R,,R,S,R,R,R,,,R,,R,,R,2750,,,,,,,,,,,,,,,
8/4/2020,cat,wound,wound,GN,pseudomonas,8/13/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2751,,,,,,,,,,,,,,,
3/23/2021,dog,nasal tissue,nasal cavity,GN,pseudomonas,3/26/2021,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,R,,R,,,I,,S,S,S,,,,,,,,,,2752,,,,,,,,,,,,,,,
11/30/2020,dog,urine,urinary tract,GN,klebsiella,12/3/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,I,R,S,I,I,S,S,R,R,R,-,S,S,R,S,R,,,R,,R,,S,2753,,,,,,,,,,,,,,,
7/7/2020,dog,urine,urinary tract,GN,acinetobacter,7/14/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,2754,,,,,,,,,,,,,,,
9/9/2020,cat,surgical site,surgical site,GN,pseudomonas,9/15/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2755,,,,,,,,,,,,,,,
10/1/2020,dog,urine,urinary tract,GN,proteus,10/6/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,S,S,S,R,R,S,R,R,,S,S,I,I,R,,,R,,R,,R,2756,,,,,,,,,,,,,,,
9/17/2020,dog,urine,urinary tract,GN,proteus,9/22/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,S,S,S,S,S,S,S,R,R,,S,S,R,I,R,,,R,,R,,R,2757,,,,,,,,,,,,,,,
9/28/2020,dog,abscess,abscess,GN,enterobacter,10/1/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,I,R,S,I,S,S,,S,S,S,S,I,,,S,,S,,S,2758,,,,,,,,,,,,,,,
8/8/2020,dog,skin swab,skin,GN,escherichia,8/14/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,S,S,S,S,S,S,-,R,S,S,S,S,,,S,,R,,S,2759,,,,,,,,,,,,,,,
8/20/2020,dog,urine,urinary tract,GN,escherichia,8/25/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,S,I,R,-,S,S,R,S,S,,,R,,R,,S,2760,,,,,,,,,,,,,,,
4/16/2021,dog,urine,urinary tract,GN,klebsiella,4/23/2021,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,I,S,I,R,S,R,-,I,S,R,S,I,,,R,,S,,S,2761,,,,,,,,,,,,,,,
8/8/2020,dog,urine,urinary tract,GN,klebsiella,8/14/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I,R,R,R,R,R,R,R,I,R,R,-,R,S,R,I,R,,,R,,R,,S,2762,,,,,,,,,,,,,,,
10/10/2020,dog,urine,urinary tract,GN,klebsiella,10/16/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,R,R,R,R,R,R,R,-,R,I,R,I,R,,,R,,R,,R,2763,,,,,,,,,,,,,,,
1/23/2021,dog,urine,urinary tract,GN,klebsiella,1/28/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,R,R,R,R,I,R,R,+,I,S,R,S,I,,,R,,R,,R,2764,,,,,,,,,,,,,,,
9/23/2020,dog,urine,urinary tract,GN,escherichia,9/28/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,S,S,S,S,R,R,R,-,S,S,R,S,I,,,R,,R,,S,2765,,,,,,,,,,,,,,,
1/19/2021,cat,urine,urinary tract,GN,escherichia,1/21/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,S,S,S,S,-,S,S,S,S,S,,,S,,S,,R,2766,,,,,,,,,,,,,,,
8/4/2020,dog,pg cyst,pg abscess,GN,mycoplasma,8/13/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,2767,,,,,,,,,,,,,,,
12/15/2020,dog,urine,urinary tract,GN,klebsiella,12/21/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,S,R,R,+,R,S,R,S,I,,,R,,R,,R,2768,,,,,,,,,,,,,,,
4/20/2021,dog,urine,urinary tract,GN,proteus,4/26/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,,I,I,R,S,R,,,R,,R,,R,2769,,,,,,,,,,,,,,,
8/25/2020,dog,urine,urinary tract,GN,escherichia,8/28/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,S,I,S,S,S,R,R,R,-,S,S,R,S,S,,,R,,R,,R,2770,,,,,,,,,,,,,,,
5/17/2020,dog,urine,urinary tract,GN,escherichia,5/21/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,R,R,R,R,I,S,-,S,S,S,S,I,,,S,,R,,S,2771,,,,,,,,,,,,,,,
7/13/2020,cat,urine,urinary tract,GN,klebsiella,7/16/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,R,R,S,-,S,S,S,S,R,,,S,,R,,R,2772,,,,,,,,,,,,,,,
10/1/2020,cat,infraorbital abscess,abscess,GN,pasteurella,10/6/2020,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,S,S,R,,,S,S,S,,S,,I,S,S,S,,,,S,,S,,S,2773,,,,,,,,,,,,,,,
10/9/2020,dog,urine,urinary tract,GN,escherichia,10/15/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,S,S,S,S,I,S,R,-,S,S,R,S,S,,,R,,S,,S,2774,,,,,,,,,,,,,,,
7/15/2020,dog,necrosis mass,mass,GN,pseudomonas,7/22/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2775,,,,,,,,,,,,,,,
4/21/2021,dog,nasal conchae,nasal cavity,GN,escherichia,4/26/2021,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,R,S,S,S,S,S,S,I,+,I,S,R,S,S,,,I,,R,,S,2776,,,,,,,,,,,,,,,
3/30/2021,dog,urine,urinary tract,GN,proteus,4/2/2021,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,R,R,R,,I,R,R,,R,,,R,,R,,R,2777,,,,,,,,,,,,,,,
11/16/2020,dog,urine,urinary tract,GN,pseudomonas,11/23/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,,,,,,R,,R,S,R,,,,,,,,,,2778,,,,,,,,,,,,,,,
6/30/2020,dog,otitis,ear,GN,providencia,7/8/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,,R,R,R,S,S,S,R,R,S,,R,S,S,S,R,,,S,,R,,S,2779,,,,,,,,,,,,,,,
